City,Industry,average_salary
"Framingham, MA","Computing or Tech",150000.000000
"Rotterdam ","Computing or Tech",150000.000000
metro,"Computing or Tech",150000.000000
Berkeley,"Computing or Tech",149750.000000
SF,"Computing or Tech",149714.285714
Nashua,"Computing or Tech",148750.000000
Arlington,"Computing or Tech",148695.045455
Redmond,"Computing or Tech",147770.043478
remove,"Computing or Tech",147000.000000
"Seatle, WA","Computing or Tech",147000.000000
Oakland,"Computing or Tech",146033.636364
Kirkland,"Computing or Tech",146000.000000
Boston,"Computing or Tech",145850.074534
"Seattle ","Computing or Tech",145545.454545
"Remote ","Computing or Tech",145333.333333
Garner,"Computing or Tech",145000.000000
"Falls Church","Computing or Tech",144758.333333
Pittsboro,"Computing or Tech",144000.000000
Memphis,"Computing or Tech",144000.000000
"Fort Smith","Computing or Tech",144000.000000
"Boise-but remote. Company located in Boston ","Computing or Tech",144000.000000
Bothell,"Computing or Tech",143600.000000
"Toronto, ON","Computing or Tech",143000.000000
"Palo Alto","Computing or Tech",142025.000000
Philiadelpia,"Computing or Tech",142000.000000
"Coon Rapids","Computing or Tech",142000.000000
"Cedar Rapids ","Computing or Tech",142000.000000
"RTP (Raleigh-Durham)","Computing or Tech",142000.000000
Verona,"Computing or Tech",141666.666667
"Chapel Hill","Computing or Tech",140962.500000
"Chicago ","Computing or Tech",140500.000000
Bratislava,"Computing or Tech",140000.000000
"Washington ","Computing or Tech",140000.000000
Curitiba,"Computing or Tech",140000.000000
"Affluent Chicago suburb","Computing or Tech",140000.000000
"Clifton ","Computing or Tech",140000.000000
Concord,"Computing or Tech",140000.000000
Jeffersonville,"Computing or Tech",140000.000000
"Boulder, CO","Computing or Tech",140000.000000
Huntington,"Computing or Tech",140000.000000
"Greater Boston Area","Computing or Tech",140000.000000
Andover,"Computing or Tech",139000.000000
"Denver, CO","Computing or Tech",139000.000000
Orlando,"Computing or Tech",138870.000000
"Redmond ","Computing or Tech",138500.000000
Tacoma,"Computing or Tech",138333.333333
"Arlington ","Computing or Tech",138333.333333
Poughkeepsie,"Computing or Tech",138000.000000
"Sam Francisco","Computing or Tech",138000.000000
"Santa Rosa","Computing or Tech",138000.000000
Annapolis,"Computing or Tech",138000.000000
Gaithersburg,"Computing or Tech",137000.000000
Lexington,"Computing or Tech",136356.666667
"Santa Clara","Computing or Tech",136073.333333
Charleston,"Computing or Tech",136000.000000
"Greater NYC Metro","Computing or Tech",136000.000000
"San Jose ","Computing or Tech",136000.000000
Potland,"Computing or Tech",135200.000000
"Belo Horizonte","Computing or Tech",135200.000000
Turin,"Computing or Tech",135000.000000
"Calgary, Alberta","Computing or Tech",135000.000000
Decline,"Computing or Tech",135000.000000
"Bethesda MD","Computing or Tech",135000.000000
"Not Detroit","Computing or Tech",135000.000000
-,"Computing or Tech",134750.000000
Dahlgren,"Computing or Tech",134708.000000
"Seattle (company is in Redmond)","Computing or Tech",134500.000000
Brooklyn,"Computing or Tech",134413.076923
--,"Computing or Tech",134000.000000
Irvine,"Computing or Tech",133680.937500
Home,"Computing or Tech",133500.000000
Adelaide,"Computing or Tech",133500.000000
Williamsburg,"Computing or Tech",133500.000000
Greenbelt,"Computing or Tech",133000.000000
"Cupertino, CA","Computing or Tech",133000.000000
"Los Angeles","Computing or Tech",132855.431034
DC,"Computing or Tech",132800.000000
Dulles,"Computing or Tech",132740.000000
"Rio Rancho","Computing or Tech",132000.000000
Reston,"Computing or Tech",131937.500000
"Richmond ","Computing or Tech",131300.000000
Addison,"Computing or Tech",130625.000000
"New Haven","Computing or Tech",130600.000000
Fairfax,"Computing or Tech",130466.666667
Bellevue,"Computing or Tech",130071.428571
"Portland (I work remote for a company out of state)","Computing or Tech",130000.000000
"San Diego ","Computing or Tech",130000.000000
"Dallas Area","Computing or Tech",130000.000000
"Los Angeles area","Computing or Tech",130000.000000
"Chicago / FT Remote","Computing or Tech",130000.000000
"West Orange","Computing or Tech",130000.000000
"Fully remote job (Denver area)","Computing or Tech",130000.000000
"New Bern","Computing or Tech",130000.000000
"Ellicott City","Computing or Tech",130000.000000
"Fountain Valley","Computing or Tech",130000.000000
Waterloo,"Computing or Tech",129600.000000
Burlington,"Computing or Tech",129312.500000
Chattanooga,"Computing or Tech",129245.000000
Washington,"Computing or Tech",129207.782609
Bethesda,"Computing or Tech",129140.333333
"Vancouver ","Computing or Tech",129000.000000
Pittsburgh,"Computing or Tech",128938.709677
"Washington, D.C.","Computing or Tech",128337.666667
"Madison Heights","Computing or Tech",128000.000000
"Bozeman ","Computing or Tech",128000.000000
"Salt Lake City ","Computing or Tech",128000.000000
Sumnyvale,"Computing or Tech",128000.000000
Portland,"Computing or Tech",126918.699187
"Victoria, BC","Computing or Tech",126666.666667
"São Paulo","Computing or Tech",126551.000000
Remote,"Computing or Tech",126496.093750
"Washington, DC","Computing or Tech",126491.666667
Denver,"Computing or Tech",126481.551282
Scranton,"Computing or Tech",126000.000000
"Cedar Rapids","Computing or Tech",126000.000000
Sarasota,"Computing or Tech",126000.000000
"Quebec City","Computing or Tech",126000.000000
"Salt Lake City","Computing or Tech",125270.588235
"From home","Computing or Tech",125250.000000
"Not saying ","Computing or Tech",125000.000000
"Ridgefield Park","Computing or Tech",125000.000000
Manhattan,"Computing or Tech",125000.000000
"Salmon Arm","Computing or Tech",125000.000000
"Small city--actual city would give away the company","Computing or Tech",125000.000000
"Not Applicable (Remote work)","Computing or Tech",125000.000000
"Arlington, VA","Computing or Tech",125000.000000
Morgantown,"Computing or Tech",125000.000000
Pasadena,"Computing or Tech",125000.000000
"Portland OR","Computing or Tech",125000.000000
"El segundo","Computing or Tech",125000.000000
"Hillsboro ","Computing or Tech",125000.000000
Alpharetta,"Computing or Tech",124933.333333
"Boise ","Computing or Tech",124930.000000
Natick,"Computing or Tech",124875.000000
Chicago,"Computing or Tech",124770.196970
Tampa,"Computing or Tech",124408.666667
Melbourne,"Computing or Tech",124311.111111
"Waterloo, Ontario ","Computing or Tech",124225.000000
Boise,"Computing or Tech",124125.000000
"choose not to answer","Computing or Tech",124000.000000
"Walnut Creek","Computing or Tech",124000.000000
"St. Louis ","Computing or Tech",123500.000000
N/A,"Computing or Tech",123275.000000
Cambridge,"Computing or Tech",123124.240000
Manassas,"Computing or Tech",123000.000000
"Los Angeles County","Computing or Tech",123000.000000
"London ","Computing or Tech",122990.000000
Grimes,"Computing or Tech",122750.000000
"Silver Spring","Computing or Tech",122500.000000
Jessup,"Computing or Tech",122000.000000
Lindon,"Computing or Tech",122000.000000
Houston,"Computing or Tech",122000.000000
"Los Angeles ","Computing or Tech",121666.666667
"Boston ","Computing or Tech",121428.571429
Hercules,"Computing or Tech",121360.000000
"Vancouver, BC","Computing or Tech",121125.000000
Zurich,"Computing or Tech",120886.666667
"Santa Cruz","Computing or Tech",120750.000000
Madison,"Computing or Tech",120697.962264
Austin,"Computing or Tech",120629.027027
Atlanta,"Computing or Tech",120560.313433
Alexandria,"Computing or Tech",120428.571429
"Atlanta ","Computing or Tech",120333.333333
"San Mateo","Computing or Tech",120208.333333
"Eastern WA","Computing or Tech",120000.000000
Groton,"Computing or Tech",120000.000000
"Ashburn ","Computing or Tech",120000.000000
"Eden Prairie","Computing or Tech",120000.000000
"New Haven/Remote","Computing or Tech",120000.000000
"Merrick - my home, but we do have an office in NYC.  Main office is in Seattle, WA.","Computing or Tech",120000.000000
Bedford,"Computing or Tech",120000.000000
"Kitchener, ON","Computing or Tech",120000.000000
Luxembourg,"Computing or Tech",120000.000000
Syracuse,"Computing or Tech",120000.000000
"Waterloo, ON, Canada","Computing or Tech",120000.000000
"Saratoga Springs","Computing or Tech",120000.000000
Brookfield,"Computing or Tech",120000.000000
"Remote job","Computing or Tech",120000.000000
"Pittsburgh, PA","Computing or Tech",120000.000000
Bennington,"Computing or Tech",120000.000000
Peabody,"Computing or Tech",120000.000000
Holbrook,"Computing or Tech",120000.000000
"Melbourne ","Computing or Tech",120000.000000
"Houston but I am fully remote permanently","Computing or Tech",119500.000000
"Baltimore ","Computing or Tech",118950.000000
"Olympia, WA ","Computing or Tech",118560.000000
Minnetonka,"Computing or Tech",118560.000000
Nashville,"Computing or Tech",118507.500000
Montreal,"Computing or Tech",118476.923077
"Denver ","Computing or Tech",118000.000000
"Cambridge, Massachusetts","Computing or Tech",118000.000000
"Henrico, VA","Computing or Tech",117875.000000
"Chicago, IL","Computing or Tech",117750.000000
Novato,"Computing or Tech",117500.000000
"Philadelphia ","Computing or Tech",117350.000000
"Austin ","Computing or Tech",117000.000000
"Remote (Southern CA)","Computing or Tech",117000.000000
"New Albany","Computing or Tech",117000.000000
Wellington,"Computing or Tech",116795.714286
Berlin,"Computing or Tech",116619.230769
"Nashville metro area","Computing or Tech",116500.000000
Clarksburg,"Computing or Tech",116500.000000
Tulsa,"Computing or Tech",116250.000000
"Cambridge, MA","Computing or Tech",116208.000000
Plano,"Computing or Tech",116200.000000
"An exact answer would out me","Computing or Tech",116000.000000
"Yakima but my employer is based in Seattle","Computing or Tech",116000.000000
"Remote near Worcester","Computing or Tech",116000.000000
"Apache Junction","Computing or Tech",116000.000000
"Louisville, CO","Computing or Tech",116000.000000
Malvern,"Computing or Tech",115333.333333
Providence,"Computing or Tech",115250.000000
